bootstrap_iteration,metric,value
286,specificity,0.78010833237294
287,auroc,0.7988756451350179
287,auprc,0.7880561058385112
287,accuracy,0.7300023320895522
287,brier,0.18193033795683164
287,sensitivity,0.6830952938421915
287,specificity,0.7765389082462253
288,auroc,0.7970077555253713
288,auprc,0.7820973009501974
288,accuracy,0.7301189365671642
288,brier,0.18248220967808357
288,sensitivity,0.683050447901933
288,specificity,0.7761882787263498
289,auroc,0.7989462361494704
289,auprc,0.7839872446044158
289,accuracy,0.7307602611940298
289,brier,0.18188697464005857
289,sensitivity,0.6778547118882761
289,specificity,0.7829915421156297
290,auroc,0.8090341629518983
290,auprc,0.7980069713047457
290,accuracy,0.7379897388059702
290,brier,0.17747574101301533
290,sensitivity,0.6868651488616462
290,specificity,0.7889833469197625
291,auroc,0.8018896106156379
291,auprc,0.790113927357011
291,accuracy,0.7358325559701493
291,brier,0.17998051702732004
291,sensitivity,0.6899906235349273
291,specificity,0.7812064965197216
292,auroc,0.7997864985704365
292,auprc,0.7867596076359735
292,accuracy,0.7325676305970149
292,brier,0.18146635190043323
292,sensitivity,0.6790615835777126
292,specificity,0.785441057146169
293,auroc,0.797312654973455
293,auprc,0.7740335947282809
293,accuracy,0.7311100746268657
293,brier,0.18237825983973996
293,sensitivity,0.6831162623969411
293,specificity,0.7768416258681544
294,auroc,0.8024481371016603
294,auprc,0.7915151654799404
294,accuracy,0.7309351679104478
294,brier,0.1801940355717047
294,sensitivity,0.6873541763882408
294,specificity,0.7744755244755245
295,auroc,0.8073641356957524
295,auprc,0.7978805937916049
295,accuracy,0.7375816231343284
295,brier,0.17826854177816773
295,sensitivity,0.6885245901639344
295,specificity,0.7869255057887966
296,auroc,0.8001289641357812
296,auprc,0.7897676860469552
296,accuracy,0.7329757462686567
296,brier,0.18114005937162794
296,sensitivity,0.690560263653484
296,specificity,0.7746072088724584
297,auroc,0.8020316111204951
297,auprc,0.7820206342617743
297,accuracy,0.7353661380597015
297,brier,0.1807815583055577
297,sensitivity,0.6839611466477138
297,specificity,0.7851894374282434
298,auroc,0.8033127297188151
298,auprc,0.7835203936076227
298,accuracy,0.7353661380597015
298,brier,0.17933141972948316
298,sensitivity,0.6886234626300851
298,specificity,0.78081876724931
299,auroc,0.8001388251279329
299,auprc,0.7872573409449735
299,accuracy,0.7295942164179104
299,brier,0.18148769946381335
299,sensitivity,0.6824292452830188
299,specificity,0.7757149446494465
300,auroc,0.8060218678880782
300,auprc,0.7907904430435643
300,accuracy,0.7440531716417911
300,brier,0.17786101702100277
300,sensitivity,0.6982241561801718
300,specificity,0.7891085674644468
301,auroc,0.8024774041859639
301,auprc,0.7857379782189946
301,accuracy,0.7334421641791045
301,brier,0.1802023036757301
301,sensitivity,0.6844660194174758
301,specificity,0.780955662761314
302,auroc,0.803921917355228
302,auprc,0.7875407812280959
302,accuracy,0.7350746268656716
302,brier,0.1793994873829367
302,sensitivity,0.6815727699530516
302,specificity,0.7878822984244671
303,auroc,0.8020301675990568
303,auprc,0.7863441757732499
303,accuracy,0.7367653917910447
303,brier,0.17974809644096426
303,sensitivity,0.6850913376546848
303,specificity,0.7873543325256721
304,auroc,0.802364620706663
304,auprc,0.781787180471505
304,accuracy,0.7329757462686567
304,brier,0.18010241095143023
304,sensitivity,0.6874926184008504
304,specificity,0.7773172135866436
305,auroc,0.8059126290294367
305,auprc,0.7951946402334966
305,accuracy,0.7378731343283582
305,brier,0.17810656713175643
305,sensitivity,0.6877991827203737
305,specificity,0.7878187958541982
306,auroc,0.7969026037313589
306,auprc,0.7730743112865233
306,accuracy,0.7310517723880597
306,brier,0.18216081845737386
306,sensitivity,0.6838418615695121
306,specificity,0.7766067132546683
307,auroc,0.8062132633956179
307,auprc,0.7973505967020645
307,accuracy,0.7390391791044776
307,brier,0.17823108901315446
307,sensitivity,0.6909791107480453
307,specificity,0.7870208551788419
308,auroc,0.8106571212126178
308,auprc,0.7971901941089379
308,accuracy,0.7426539179104478
308,brier,0.17621190772536396
308,sensitivity,0.6957238779597126
308,specificity,0.7886413482627266
309,auroc,0.8035285753767778
309,auprc,0.7874767962937279
309,accuracy,0.7348414179104478
309,brier,0.17945854429159885
309,sensitivity,0.689667458432304
309,specificity,0.7784012826385708
310,auroc,0.805256270752536
310,auprc,0.7873089171095704
310,accuracy,0.7376982276119403
310,brier,0.17853692091585407
310,sensitivity,0.6866281866281866
310,specificity,0.7857627885921231
311,auroc,0.807230033320703
311,auprc,0.7967388584476688
311,accuracy,0.7370569029850746
311,brier,0.17848479262708863
311,sensitivity,0.690710889481619
311,specificity,0.783913706178919
312,auroc,0.8011827335365593
312,auprc,0.7794358630444764
312,accuracy,0.7336753731343284
312,brier,0.18071360298495223
312,sensitivity,0.6922985358885847
312,specificity,0.7733973260198834
313,auroc,0.8032944253003744
313,auprc,0.7873820736727053
313,accuracy,0.7357742537313433
313,brier,0.17971862555162252
313,sensitivity,0.6948257655755016
313,specificity,0.7762197241858848
314,auroc,0.8090146036004732
314,auprc,0.7899909281306297
314,accuracy,0.7379314365671642
314,brier,0.17724216663642942
314,sensitivity,0.6897732640529051
314,specificity,0.7848917549516352
315,auroc,0.7974362691083814
315,auprc,0.7780657449998725
315,accuracy,0.7274370335820896
315,brier,0.18279625178968292
315,sensitivity,0.6743883701690108
315,specificity,0.7790818087676907
316,auroc,0.8022641973207787
316,auprc,0.7870986364957684
316,accuracy,0.7360657649253731
316,brier,0.18008016545893812
316,sensitivity,0.6913639070875521
316,specificity,0.7789197213657645
317,auroc,0.8027799050898776
317,auprc,0.7864798135471848
317,accuracy,0.7350746268656716
317,brier,0.18015412430053632
317,sensitivity,0.6899362154500355
317,specificity,0.7790697674418605
318,auroc,0.8039917330304162
318,auprc,0.7922195547775185
318,accuracy,0.7360657649253731
318,brier,0.17932781484582966
318,sensitivity,0.6886129334582943
318,specificity,0.7830779944289693
319,auroc,0.8095959861057926
319,auprc,0.7926371399904917
319,accuracy,0.7403801305970149
319,brier,0.17706025178508275
319,sensitivity,0.6971698113207547
319,specificity,0.7826337638376384
320,auroc,0.7997538859018126
320,auprc,0.7777372497109367
320,accuracy,0.7353078358208955
320,brier,0.18092485211633433
320,sensitivity,0.688992359121299
320,specificity,0.7795123062898814
321,auroc,0.7978707522169226
321,auprc,0.7822604788234298
321,accuracy,0.7299440298507462
321,brier,0.18210164515478686
321,sensitivity,0.6790181180596142
321,specificity,0.7806211469117134
322,auroc,0.8037910879518525
322,auprc,0.7917646219492811
322,accuracy,0.734258395522388
322,brier,0.17955183151042972
322,sensitivity,0.6883056011249121
322,specificity,0.7797632861452773
323,auroc,0.8013510312988474
323,auprc,0.7867838074207604
323,accuracy,0.7373484141791045
323,brier,0.180399950288854
323,sensitivity,0.6909262759924386
323,specificity,0.7825736648250461
324,auroc,0.7988053656187555
324,auprc,0.7756635373839812
324,accuracy,0.7314598880597015
324,brier,0.18168976632234798
324,sensitivity,0.6831576425491136
324,specificity,0.7772603362108133
325,auroc,0.8024429469794505
325,auprc,0.7877782867398244
325,accuracy,0.7341417910447762
325,brier,0.18006860788376017
325,sensitivity,0.6920807270152248
325,specificity,0.7752045166493836
326,auroc,0.8015232116276748
326,auprc,0.7829756871337186
326,accuracy,0.738397854477612
326,brier,0.1801755125245637
326,sensitivity,0.692555476020043
326,specificity,0.7822120866590649
327,auroc,0.8009449974267162
327,auprc,0.7853270842913995
327,accuracy,0.7332672574626866
327,brier,0.18033597062996465
327,sensitivity,0.6821917808219178
327,specificity,0.7822313577709261
328,auroc,0.8032560463687795
328,auprc,0.7894521197664695
328,accuracy,0.7369402985074627
328,brier,0.1793965894027916
328,sensitivity,0.6889149560117303
328,specificity,0.784397820795178
329,auroc,0.803970764195765
329,auprc,0.7905701245121441
329,accuracy,0.7349580223880597
329,brier,0.1795996725288017
329,sensitivity,0.6922164214523019
329,specificity,0.776249426868409
330,auroc,0.8074874867157682
330,auprc,0.79664124922231
330,accuracy,0.7368236940298507
330,brier,0.17818828144408122
330,sensitivity,0.6816690107829348
330,specificity,0.791415313225058
331,auroc,0.8061469257740712
331,auprc,0.7920370950253084
331,accuracy,0.7398554104477612
331,brier,0.17849706187807363
331,sensitivity,0.6963394342762064
331,specificity,0.7817578393224994
332,auroc,0.8023048267893784
332,auprc,0.7854957252549033
332,accuracy,0.7331506529850746
332,brier,0.1801057010087015
332,sensitivity,0.6820054136754149
332,specificity,0.7833622183708839
333,auroc,0.801915787144072
333,auprc,0.7880866602661938
333,accuracy,0.730410447761194
333,brier,0.1805243843891693
333,sensitivity,0.6746457068000477
333,specificity,0.783894917190177
334,auroc,0.80551812843217
334,auprc,0.791226489718999
334,accuracy,0.7371735074626866
334,brier,0.17852880956012226
334,sensitivity,0.6893030986584352
334,specificity,0.783365792186963
335,auroc,0.8157484360836125
335,auprc,0.7984372423744459
335,accuracy,0.7466767723880597
335,brier,0.1736414565858222
335,sensitivity,0.6966942148760331
335,specificity,0.7954388389771941
336,auroc,0.8067159089337609
336,auprc,0.7923598673760146
336,accuracy,0.7362406716417911
336,brier,0.17846508797857938
336,sensitivity,0.689744495466855
336,specificity,0.7818454786926897
337,auroc,0.7997635467899895
337,auprc,0.7820326433909569
337,accuracy,0.7301772388059702
337,brier,0.18122707854023742
337,sensitivity,0.6813108525290905
337,specificity,0.777319587628866
338,auroc,0.7970177033003073
338,auprc,0.7791905800720998
338,accuracy,0.7326842350746269
338,brier,0.1822495989431401
338,sensitivity,0.6865297348937186
338,specificity,0.7767145135566188
339,auroc,0.8029929109819317
339,auprc,0.7944018049961226
339,accuracy,0.7364738805970149
339,brier,0.17951478038474195
339,sensitivity,0.6884315117104329
339,specificity,0.7831685444929869
340,auroc,0.8015106376553586
340,auprc,0.7896885461078937
340,accuracy,0.7329757462686567
340,brier,0.18083237819376183
340,sensitivity,0.679710314215629
340,specificity,0.7860551740193226
341,auroc,0.8070908484272898
341,auprc,0.8008591569706672
341,accuracy,0.7376399253731343
341,brier,0.17774975230446713
341,sensitivity,0.6913149633763516
341,specificity,0.7842357618991931
342,auroc,0.8044145421411715
342,auprc,0.7899424121974368
342,accuracy,0.738106343283582
342,brier,0.17924399333243932
342,sensitivity,0.6863372437492594
342,specificity,0.7882474463445427
343,auroc,0.8049688371806852
343,auprc,0.7908337620621
343,accuracy,0.7394472947761194
343,brier,0.1784807856454842
343,sensitivity,0.6959530791788856
343,specificity,0.7824272632433059
344,auroc,0.8068545607188867
344,auprc,0.7969527506751621
344,accuracy,0.7391557835820896
344,brier,0.17787553922904914
344,sensitivity,0.6899882214369847
344,specificity,0.7873470330177788
345,auroc,0.8074566336905337
345,auprc,0.7875294070474739
345,accuracy,0.7430037313432836
345,brier,0.17731592276644675
345,sensitivity,0.6951681667456182
345,specificity,0.7893890675241158
346,auroc,0.8058468571220301
346,auprc,0.7885063266383614
346,accuracy,0.738397854477612
346,brier,0.17850158757344514
346,sensitivity,0.686915334517466
346,specificity,0.7883312277477892
347,auroc,0.8047944713245584
347,auprc,0.791889578403193
347,accuracy,0.7413712686567164
347,brier,0.17885092913291986
347,sensitivity,0.6951090159104302
347,specificity,0.7866620514595593
348,auroc,0.8084015346207604
348,auprc,0.7974532040379554
348,accuracy,0.7393889925373134
348,brier,0.17690703327671753
348,sensitivity,0.6897896478373907
348,specificity,0.7876869965477561
349,auroc,0.8045193008659308
349,auprc,0.7928859762610483
349,accuracy,0.7339085820895522
349,brier,0.17929270908448644
349,sensitivity,0.6879681647940075
349,specificity,0.7795074349442379
350,auroc,0.8081366033824118
350,auprc,0.8017993913750874
350,accuracy,0.7415461753731343
350,brier,0.17720366730297563
350,sensitivity,0.695911214953271
350,specificity,0.7870111731843575
351,auroc,0.8021901538683442
351,auprc,0.787226304813446
351,accuracy,0.7335004664179104
351,brier,0.1802785896481899
351,sensitivity,0.6831613508442776
351,specificity,0.7832792207792207
352,auroc,0.8018805469547298
352,auprc,0.787823016541546
352,accuracy,0.7301189365671642
352,brier,0.1807998628138752
352,sensitivity,0.6785253023365034
352,specificity,0.7810075275043428
353,auroc,0.8037770299039304
353,auprc,0.7924431184700023
353,accuracy,0.7373484141791045
353,brier,0.17889205216370338
353,sensitivity,0.6874410933081998
353,specificity,0.7862419205909511
354,auroc,0.8036820841982949
354,auprc,0.7882164061094732
354,accuracy,0.7365904850746269
354,brier,0.17956862130606274
354,sensitivity,0.6877962085308057
354,specificity,0.7838613406795225
355,auroc,0.8070989598016187
355,auprc,0.7841522044140993
355,accuracy,0.7409631529850746
355,brier,0.1780366729645983
355,sensitivity,0.6984489599615246
355,specificity,0.7809847198641766
356,auroc,0.8015336950034059
356,auprc,0.7858586300086268
356,accuracy,0.734316697761194
356,brier,0.180194409528719
356,sensitivity,0.6908189756903469
356,specificity,0.7767918875316894
357,auroc,0.8044132418950161
357,auprc,0.7902154177389431
357,accuracy,0.7374650186567164
357,brier,0.17869401406595328
357,sensitivity,0.6904451038575667
357,specificity,0.7828577976395096
358,auroc,0.8038175287074885
358,auprc,0.7862342762126308
358,accuracy,0.7398554104477612
358,brier,0.17843510633346502
358,sensitivity,0.694232602478551
358,specificity,0.7835616438356164
359,auroc,0.7984845114654255
359,auprc,0.7785914442958108
359,accuracy,0.7333838619402985
359,brier,0.1815322398498352
359,sensitivity,0.6891278375149343
359,specificity,0.7755636529264405
360,auroc,0.8087886225748223
360,auprc,0.7941464015962514
360,accuracy,0.7399720149253731
360,brier,0.1772230788490823
360,sensitivity,0.6876181474480151
360,specificity,0.7909760589318601
361,auroc,0.8039824199776185
361,auprc,0.7833790303333843
361,accuracy,0.7356576492537313
361,brier,0.17914430777257387
361,sensitivity,0.6902592022724583
361,specificity,0.7797311271975181
362,auroc,0.8000645549977586
362,auprc,0.7816978012995581
362,accuracy,0.7340834888059702
362,brier,0.18050197013338856
362,sensitivity,0.6811989100817438
362,specificity,0.7853288945012054
363,auroc,0.8057098867599675
363,auprc,0.7966806183963207
363,accuracy,0.7365321828358209
363,brier,0.1788431314181653
363,sensitivity,0.6901865369018654
363,specificity,0.7834761178265461
364,auroc,0.8052967925942527
364,auprc,0.7950820487290199
364,accuracy,0.734200093283582
364,brier,0.17907566773102113
364,sensitivity,0.6817216981132076
364,specificity,0.7855166051660517
365,auroc,0.8117604262099409
365,auprc,0.7954003405530093
365,accuracy,0.7389225746268657
365,brier,0.17614102710020677
365,sensitivity,0.6931484310729815
365,specificity,0.7839870415365036
366,auroc,0.8034405025477888
366,auprc,0.7848720296673521
366,accuracy,0.7373484141791045
366,brier,0.179653072244709
366,sensitivity,0.69071674789017
366,specificity,0.7822405309531983
367,auroc,0.8014929210886703
367,auprc,0.7877232412524608
367,accuracy,0.734491604477612
367,brier,0.1805505637132897
367,sensitivity,0.6796002351557907
367,specificity,0.7884815542962877
368,auroc,0.802904079023539
368,auprc,0.7865485160261985
368,accuracy,0.7374650186567164
368,brier,0.17965818071122822
368,sensitivity,0.6900879765395894
368,specificity,0.7842819056450678
369,auroc,0.8007824408537672
369,auprc,0.7873002733927033
369,accuracy,0.7353078358208955
369,brier,0.18068359618668686
369,sensitivity,0.688661491413785
369,specificity,0.7811560693641618
370,auroc,0.8066812675954612
370,auprc,0.7963986428006775
370,accuracy,0.7409631529850746
370,brier,0.17822966785782826
370,sensitivity,0.6936652641421225
370,specificity,0.7880409492787342
371,auroc,0.805861515886024
371,auprc,0.7885049943296188
371,accuracy,0.738339552238806
371,brier,0.17848441459639522
371,sensitivity,0.6941730429664509
371,specificity,0.7816795656694004
372,auroc,0.8000698984391601
372,auprc,0.7839988996948362
372,accuracy,0.7315764925373134
372,brier,0.18097201809487193
372,sensitivity,0.6826178747361014
372,specificity,0.7799675399953628
373,auroc,0.8012177481531038
373,auprc,0.7862207113635181
373,accuracy,0.7311100746268657
373,brier,0.18085887307092824
373,sensitivity,0.6840743354504822
373,specificity,0.7773410404624277
374,auroc,0.805896779350006
374,auprc,0.7896059277572239
374,accuracy,0.7376399253731343
374,brier,0.17875351316307586
374,sensitivity,0.6896429415937574
374,specificity,0.7843340234644582
375,auroc,0.8029472418982482
375,auprc,0.7871721381870784
375,accuracy,0.7378148320895522
375,brier,0.17949292242225456
375,sensitivity,0.6895242614782299
375,specificity,0.7844778172647026
376,auroc,0.8068474854830214
376,auprc,0.7893501114972128
376,accuracy,0.7387476679104478
376,brier,0.17815102285304724
376,sensitivity,0.6956625357483317
376,specificity,0.7800228310502283
377,auroc,0.8071651725795095
377,auprc,0.7914636965892675
377,accuracy,0.7364738805970149
377,brier,0.17845811814851575
377,sensitivity,0.6854781582054309
377,specificity,0.7862243722644552
378,auroc,0.8086709475953839
378,auprc,0.7921785416581693
378,accuracy,0.7411380597014925
378,brier,0.1771608754147274
378,sensitivity,0.6932783018867924
378,specificity,0.7879381918819188
379,auroc,0.8025192920969096
379,auprc,0.792682717216604
379,accuracy,0.7322178171641791
379,brier,0.18027507096824327
379,sensitivity,0.6794247274414289
379,specificity,0.785580304806565
380,auroc,0.8026747505869691
380,auprc,0.7902546128348976
380,accuracy,0.7335004664179104
380,brier,0.17996924369113537
380,sensitivity,0.6860997067448681
380,specificity,0.7803407905413238
381,auroc,0.8125160482308724
381,auprc,0.8015686270945016
381,accuracy,0.7418376865671642
381,brier,0.1754959593170765
381,sensitivity,0.6963824289405685
381,specificity,0.7866404260245428
382,auroc,0.8039401674647328
382,auprc,0.7892939995869594
382,accuracy,0.7368236940298507
382,brier,0.17916857301804823
382,sensitivity,0.6981065088757397
382,specificity,0.774419673638244
383,auroc,0.8006512525429034
383,auprc,0.7854130399888921
383,accuracy,0.7312849813432836
383,brier,0.1809388054826067
383,sensitivity,0.6833629366489047
383,specificity,0.7777650166532675
384,auroc,0.8024727836196197
384,auprc,0.7887566006319583
384,accuracy,0.7329174440298507
384,brier,0.18054277949946465
384,sensitivity,0.6886870355078447
384,specificity,0.7761383285302593
385,auroc,0.7998519446683517
385,auprc,0.7778101182634035
385,accuracy,0.7346082089552238
385,brier,0.18142560980381658
385,sensitivity,0.6895208874203446
385,specificity,0.7786356303295691
386,auroc,0.8030646804182276
386,auprc,0.7900033555785326
386,accuracy,0.734258395522388
386,brier,0.1799110486102225
386,sensitivity,0.6923532898636633
386,specificity,0.7748078467362625
387,auroc,0.7989927640547084
387,auprc,0.779517609507661
387,accuracy,0.730585354477612
387,brier,0.1817891042877802
387,sensitivity,0.6796521324755778
387,specificity,0.7794016898835351
388,auroc,0.8057492584603787
388,auprc,0.7871093142467529
388,accuracy,0.7353078358208955
388,brier,0.17841089862317816
388,sensitivity,0.6841482183023558
388,specificity,0.7849511774842045
389,auroc,0.7998220103286772
389,auprc,0.7827048942002228
389,accuracy,0.7311100746268657
389,brier,0.18128063885456502
389,sensitivity,0.6826707561637372
389,specificity,0.7784438040345821
390,auroc,0.8065917143459463
390,auprc,0.7932655601085115
390,accuracy,0.7410797574626866
390,brier,0.17804540950198722
390,sensitivity,0.6925786754344763
390,specificity,0.7889069013432145
391,auroc,0.8070192177278313
391,auprc,0.7949387135030738
391,accuracy,0.7395055970149254
391,brier,0.17811022173988084
391,sensitivity,0.6901606661193855
391,specificity,0.7882898550724637
392,auroc,0.8040804960187298
392,auprc,0.7848773346638037
392,accuracy,0.734316697761194
392,brier,0.17948590196949335
392,sensitivity,0.684160756501182
392,specificity,0.7831339162448229
393,auroc,0.8001362381314288
393,auprc,0.7921272384023634
393,accuracy,0.7319263059701493
393,brier,0.18114154519389045
393,sensitivity,0.6812449381001967
393,specificity,0.7834058056175813
394,auroc,0.8025231388475533
394,auprc,0.7892721230319053
394,accuracy,0.7353078358208955
394,brier,0.17977089390021248
394,sensitivity,0.6868674982348788
394,specificity,0.7828749711116246
395,auroc,0.8030384332077015
395,auprc,0.7854045678313755
395,accuracy,0.7363572761194029
395,brier,0.1796205733214944
395,sensitivity,0.6895161290322581
395,specificity,0.781651376146789
396,auroc,0.7994846600849215
396,auprc,0.7855711406166316
396,accuracy,0.7322761194029851
396,brier,0.18139936793963232
396,sensitivity,0.6894902601189782
396,specificity,0.7750320550180674
397,auroc,0.8034928605945332
397,auprc,0.786153761930682
397,accuracy,0.7364155783582089
397,brier,0.17925038066751822
397,sensitivity,0.6946672958942898
397,specificity,0.7772014753342554
398,auroc,0.8045501112075946
398,auprc,0.7942373291458514
398,accuracy,0.7375233208955224
398,brier,0.17859920397588988
398,sensitivity,0.681823550253927
398,specificity,0.791824985607369
399,auroc,0.8054125611488022
399,auprc,0.7878727475267343
399,accuracy,0.7388059701492538
399,brier,0.17878397567049273
399,sensitivity,0.6884875846501128
399,specificity,0.7872925014310246
400,auroc,0.8018066627725984
400,auprc,0.786281832409713
400,accuracy,0.7348997201492538
400,brier,0.1801856576771046
400,sensitivity,0.6903873075128325
400,specificity,0.7793706293706294
401,auroc,0.8011842171100507
401,auprc,0.7888714091346698
401,accuracy,0.7335004664179104
401,brier,0.18071406136719764
401,sensitivity,0.6885245901639344
401,specificity,0.7781003251277288
402,auroc,0.7994877582447364
402,auprc,0.7858159148082109
402,accuracy,0.7337919776119403
402,brier,0.18148694999126588
402,sensitivity,0.686977018267531
402,specificity,0.7796238606207454
403,auroc,0.8048186912597549
403,auprc,0.7872841454742745
403,accuracy,0.7369402985074627
403,brier,0.17902750323798075
403,sensitivity,0.6876541759661694
403,specificity,0.7855075818960527
404,auroc,0.8078198580403035
404,auprc,0.7959740472186831
404,accuracy,0.7405550373134329
404,brier,0.17761501469205024
404,sensitivity,0.6911764705882353
404,specificity,0.7890661118816459
405,auroc,0.7967915556554284
405,auprc,0.7812843638377188
405,accuracy,0.7315181902985075
405,brier,0.18256757301940554
405,sensitivity,0.6889229680311431
405,specificity,0.7731412103746398
406,auroc,0.8030730916443838
406,auprc,0.7865175074683304
406,accuracy,0.7385727611940298
406,brier,0.17974969737345767
406,sensitivity,0.6862768496420047
406,specificity,0.788531691746466
407,auroc,0.7980354674777135
407,auprc,0.7809229673752148
407,accuracy,0.7287196828358209
407,brier,0.18222568768862848
407,sensitivity,0.6848355302220639
407,specificity,0.7710456992326195
408,auroc,0.8054168779268145
408,auprc,0.7892785279599159
408,accuracy,0.7379314365671642
408,brier,0.17866254780860838
408,sensitivity,0.6899905123339658
408,specificity,0.784288990825688
409,auroc,0.811504736158427
409,auprc,0.7975366849541262
409,accuracy,0.7418959888059702
409,brier,0.1759305330310569
409,sensitivity,0.6967087412999882
409,specificity,0.7860518731988473
410,auroc,0.8063953693913604
410,auprc,0.7929542289784621
410,accuracy,0.7375816231343284
410,brier,0.1781996282055028
410,sensitivity,0.6873825187969925
410,specificity,0.7870370370370371
411,auroc,0.7950323434252848
411,auprc,0.7801700818552344
411,accuracy,0.7291277985074627
411,brier,0.18333435370964044
411,sensitivity,0.6789077212806026
411,specificity,0.7784195933456562
412,auroc,0.8064913902006488
412,auprc,0.7865531234052813
412,accuracy,0.7402052238805971
412,brier,0.17793253438616388
412,sensitivity,0.6937388193202146
412,specificity,0.7846469715980381
413,auroc,0.8077051111180283
413,auprc,0.7933850123671033
413,accuracy,0.7386310634328358
413,brier,0.1782191577133187
413,sensitivity,0.6965615030131159
413,specificity,0.7796063988951548
414,auroc,0.8040003600742883
414,auprc,0.7891515478861693
414,accuracy,0.7354827425373134
414,brier,0.17939964760599156
414,sensitivity,0.6872791519434629
414,specificity,0.7827291618563842
415,auroc,0.8079915960979622
415,auprc,0.7933601680993644
415,accuracy,0.738456156716418
415,brier,0.17766264606487
415,sensitivity,0.6907446558609349
415,specificity,0.7854827506367215
416,auroc,0.8069599312240167
416,auprc,0.7921051264498142
416,accuracy,0.7402635261194029
416,brier,0.17800237549303305
416,sensitivity,0.6970722034293713
416,specificity,0.7834246415666162
417,auroc,0.8019698521419444
417,auprc,0.7863663836200366
417,accuracy,0.7332089552238806
417,brier,0.1804418917642043
417,sensitivity,0.6872799812250645
417,specificity,0.7785631517960603
418,auroc,0.7998223482040513
418,auprc,0.7798456660411767
418,accuracy,0.7372318097014925
418,brier,0.18068413395829425
418,sensitivity,0.6875299760191846
418,specificity,0.7842714480254199
419,auroc,0.8032432406341582
419,auprc,0.7882749872865598
419,accuracy,0.7355410447761194
419,brier,0.17967869740531678
419,sensitivity,0.6899088997897688
419,specificity,0.7810244470314319
420,auroc,0.8014708539513274
420,auprc,0.7843786138181212
420,accuracy,0.7370569029850746
420,brier,0.18063979684810963
420,sensitivity,0.6867655786350149
420,specificity,0.7856078835796952
421,auroc,0.8022321134278515
421,auprc,0.7773787756219217
421,accuracy,0.7337336753731343
421,brier,0.18001367201181592
421,sensitivity,0.6875450829526328
421,specificity,0.7772243604256283
422,auroc,0.7963857736203638
422,auprc,0.78121158647715
422,accuracy,0.7284864738805971
422,brier,0.1830924630965264
422,sensitivity,0.6804184297132111
422,specificity,0.7757982415548357
423,auroc,0.8040377917042018
423,auprc,0.7901135394136418
423,accuracy,0.738456156716418
423,brier,0.17913100901914517
423,sensitivity,0.6906984989953906
423,specificity,0.7849499482222989
424,auroc,0.7991609949788
424,auprc,0.7842725990678568
424,accuracy,0.7327425373134329
424,brier,0.18186817969245875
424,sensitivity,0.6796810880525267
424,specificity,0.7852255595500406
425,auroc,0.7996705869835863
425,auprc,0.7854161973161391
425,accuracy,0.7313432835820896
425,brier,0.18172814084852038
425,sensitivity,0.68157677327983
425,specificity,0.7799285631985252
426,auroc,0.8033268472643682
426,auprc,0.7827191500112839
426,accuracy,0.738106343283582
426,brier,0.17951228161266752
426,sensitivity,0.6927033492822966
426,specificity,0.7812784349408554
427,auroc,0.803946939684803
427,auprc,0.7886565274996227
427,accuracy,0.7356576492537313
427,brier,0.1793190548394133
427,sensitivity,0.6890666030078778
427,specificity,0.7801458855710053
428,auroc,0.8079826545641995
428,auprc,0.7918048710716682
428,accuracy,0.7364155783582089
428,brier,0.17784477444010297
428,sensitivity,0.6868782567503553
428,specificity,0.7844510794671566
429,auroc,0.8072077846266177
429,auprc,0.7909153659031617
429,accuracy,0.742070895522388
429,brier,0.17748940787388745
429,sensitivity,0.6947368421052632
429,specificity,0.7880878463838105
430,auroc,0.7995269996867331
430,auprc,0.789735840470237
430,accuracy,0.7328591417910447
430,brier,0.18087296643815481
430,sensitivity,0.6852886405959032
430,specificity,0.780607476635514
431,auroc,0.7983660428517725
431,auprc,0.7848104645859988
431,accuracy,0.7294193097014925
431,brier,0.18199709794558244
431,sensitivity,0.677717900656045
431,specificity,0.7806406685236769
432,auroc,0.8012907136780479
432,auprc,0.7839719190118398
432,accuracy,0.7351329291044776
432,brier,0.18026835148754733
432,sensitivity,0.6818073153239302
432,specificity,0.7859094013202823
433,auroc,0.8063837831357729
433,auprc,0.7885884755139282
433,accuracy,0.7414878731343284
433,brier,0.17825217233096113
433,sensitivity,0.6984014209591475
433,specificity,0.7832778224417135
434,auroc,0.805796901472084
434,auprc,0.7938522273111152
434,accuracy,0.7374067164179104
434,brier,0.17844019126994515
434,sensitivity,0.693651168279443
434,specificity,0.7801336713528463
435,auroc,0.7998787898812496
435,auprc,0.7880714517228532
435,accuracy,0.7319846082089553
435,brier,0.1810993163125945
435,sensitivity,0.6843647444913268
435,specificity,0.7791183294663573
436,auroc,0.8064034645937199
436,auprc,0.793158842419716
436,accuracy,0.7369986007462687
436,brier,0.1779230767990733
436,sensitivity,0.6905633636471005
436,specificity,0.7822682786413356
437,auroc,0.8086920617523465
437,auprc,0.7945131260167753
437,accuracy,0.7388059701492538
437,brier,0.17722998653223576
437,sensitivity,0.69140625
437,specificity,0.7848115808823529
438,auroc,0.8102450079487622
438,auprc,0.7926650816686471
438,accuracy,0.7439365671641791
438,brier,0.17625131532082983
438,sensitivity,0.6918687589158345
438,specificity,0.7940503432494279
439,auroc,0.8011293202368859
439,auprc,0.7834129982613081
439,accuracy,0.7364155783582089
439,brier,0.1802078094872954
